phylum,class,genus,species,form,sample,image_name,image_url,img_path
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehistdisp_troph_wtmt2.jpg,https://www.cdc.gov//dpdx/amebiasis/images/4/Ehistdisp_troph_wtmt2.jpg,./Dataset/Entamoeba/Ehistdisp_troph_wtmt2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehistdisp_troph_tric.jpg,https://www.cdc.gov//dpdx/amebiasis/images/5/Ehistdisp_troph_tric.jpg,./Dataset/Entamoeba/Ehistdisp_troph_tric.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehistdisp_troph_tric2.jpg,https://www.cdc.gov//dpdx/amebiasis/images/5/Ehistdisp_troph_tric2.jpg,./Dataset/Entamoeba/Ehistdisp_troph_tric2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric.jpg,https://www.cdc.gov//dpdx/amebiasis/images/5/Ehisto_troph_tric.jpg,./Dataset/Entamoeba/Ehisto_troph_tric.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric2.jpg,https://www.cdc.gov//dpdx/amebiasis/images/5/Ehisto_troph_tric2.jpg,./Dataset/Entamoeba/Ehisto_troph_tric2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehistdisp_troph_tric3_KS.jpg,https://www.cdc.gov//dpdx/amebiasis/images/5/Ehistdisp_troph_tric3_KS.jpg,./Dataset/Entamoeba/Ehistdisp_troph_tric3_KS.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric3.jpg,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_tric3.jpg,./Dataset/Entamoeba/Ehisto_troph_tric3.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric4.jpg,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_tric4.jpg,./Dataset/Entamoeba/Ehisto_troph_tric4.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric5.jpg,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_tric5.jpg,./Dataset/Entamoeba/Ehisto_troph_tric5.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric6.jpg,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_tric6.jpg,./Dataset/Entamoeba/Ehisto_troph_tric6.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_tric7.jpg,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_tric7.jpg,./Dataset/Entamoeba/Ehisto_troph_tric7.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,wet mount,Ehisto_troph_DIC_arrow,https://www.cdc.gov//dpdx/amebiasis/images/6/Ehisto_troph_DIC_arrow.jpg,./Dataset/Entamoeba/Ehisto_troph_DIC_arrow
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,intestinal tissue,tissueA,https://www.cdc.gov//dpdx/amebiasis/images/7/tissueA.jpg,./Dataset/Entamoeba/tissueA
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica],trophozoites,intestinal tissue,tissueB,https://www.cdc.gov//dpdx/amebiasis/images/7/tissueB.jpg,./Dataset/Entamoeba/tissueB
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_wtmt_400x1.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/1/Sarcocystis_wtmt_400x1.jpg,./Dataset/Sarcocystis/Sarcocystis_wtmt_400x1.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_wtmt_400x4.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/1/Sarcocystis_wtmt_400x4.jpg,./Dataset/Sarcocystis/Sarcocystis_wtmt_400x4.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_wtmt_400x3_1.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/1/Sarcocystis_wtmt_400x3_1.jpg,./Dataset/Sarcocystis/Sarcocystis_wtmt_400x3_1.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_wtmt_400x3.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/1/Sarcocystis_wtmt_400x3.jpg,./Dataset/Sarcocystis/Sarcocystis_wtmt_400x3.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_DIC3_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/2/Sarcocystis_DIC3_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_DIC3_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_DIC1_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/2/Sarcocystis_DIC1_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_DIC1_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_DIC2_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/2/Sarcocystis_DIC2_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_DIC2_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_UV1_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/3/Sarcocystis_UV1_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_UV1_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_UV2_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/3/Sarcocystis_UV2_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_UV2_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,Sarcocystis_UV3_400x.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/3/Sarcocystis_UV3_400x.jpg,./Dataset/Sarcocystis/Sarcocystis_UV3_400x.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_muscle_HE_MI_2_rotated.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_muscle_HE_MI_2_rotated.jpg,./Dataset/Sarcocystis/Sarcocystis_muscle_HE_MI_2_rotated.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_500x1_muscle.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_500x1_muscle.jpg,./Dataset/Sarcocystis/Sarcocystis_500x1_muscle.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_muscle_HE_MI.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_muscle_HE_MI.jpg,./Dataset/Sarcocystis/Sarcocystis_muscle_HE_MI.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_1000x1_muscle.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_1000x1_muscle.jpg,./Dataset/Sarcocystis/Sarcocystis_1000x1_muscle.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_muscle_HE_MI_3.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_muscle_HE_MI_3.jpg,./Dataset/Sarcocystis/Sarcocystis_muscle_HE_MI_3.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,sarcocysts,muscle tissue,Sarcocystis_muscle_HE_MI_4.jpg,https://www.cdc.gov//dpdx/sarcocystosis/images/4/Sarcocystis_muscle_HE_MI_4.jpg,./Dataset/Sarcocystis/Sarcocystis_muscle_HE_MI_4.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_egg_wtmt1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_egg_wtmt1.jpg,./Dataset/Hymenolepis/H_diminuta_egg_wtmt1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_eggs_BAM3.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_eggs_BAM3.jpg,./Dataset/Hymenolepis/H_diminuta_eggs_BAM3.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_egg_wtmt2.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_egg_wtmt2.jpg,./Dataset/Hymenolepis/H_diminuta_egg_wtmt2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_eggs_BAM4.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_eggs_BAM4.jpg,./Dataset/Hymenolepis/H_diminuta_eggs_BAM4.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_eggs_BAM1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_eggs_BAM1.jpg,./Dataset/Hymenolepis/H_diminuta_eggs_BAM1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_eggs_BAM2.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/1/H_diminuta_eggs_BAM2.jpg,./Dataset/Hymenolepis/H_diminuta_eggs_BAM2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_egg_wtmt5.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_egg_wtmt5.jpg,./Dataset/Hymenolepis/H_nana_egg_wtmt5.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_egg_wtmt1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_egg_wtmt1.jpg,./Dataset/Hymenolepis/H_nana_egg_wtmt1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_egg_wtmt4.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_egg_wtmt4.jpg,./Dataset/Hymenolepis/H_nana_egg_wtmt4.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_egg_wtmt2.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_egg_wtmt2.jpg,./Dataset/Hymenolepis/H_nana_egg_wtmt2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HB2010.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_HB2010.jpg,./Dataset/Hymenolepis/H_nana_HB2010.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_egg_wtmt_OR.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/2/H_nana_egg_wtmt_OR.jpg,./Dataset/Hymenolepis/H_nana_egg_wtmt_OR.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,Hnana_egg_tric_OR.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/3/Hnana_egg_tric_OR.jpg,./Dataset/Hymenolepis/Hnana_egg_tric_OR.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,Hnana_egg_tric2_OR.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/3/Hnana_egg_tric2_OR.jpg,./Dataset/Hymenolepis/Hnana_egg_tric2_OR.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE3.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE3.jpg,./Dataset/Hymenolepis/H_nana_HE3.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE1.jpg,./Dataset/Hymenolepis/H_nana_HE1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,egg,feces,H_nana_HE2.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_nana_HE2.jpg,./Dataset/Hymenolepis/H_nana_HE2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,feces,H_diminuta_proglottids_HE_BAM1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/4/H_diminuta_proglottids_HE_BAM1.jpg,./Dataset/Hymenolepis/H_diminuta_proglottids_HE_BAM1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,intestine ,H_nana_adult1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_adult1.jpg,./Dataset/Hymenolepis/H_nana_adult1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,intestine ,H_nana_scolex_DB1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_scolex_DB1.jpg,./Dataset/Hymenolepis/H_nana_scolex_DB1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis nana,adult,intestine ,H_nana_scolex_DB2.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/5/H_nana_scolex_DB2.jpg,./Dataset/Hymenolepis/H_nana_scolex_DB2.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,macro-organism,Tribolium_confusum1.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/6/Tribolium_confusum1.jpg,./Dataset/Hymenolepis/Tribolium_confusum1.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis diminuta,egg,macro-organism,Tribolium_castaneum.jpg,https://www.cdc.gov//dpdx/hymenolepiasis/images/6/Tribolium_castaneum.jpg,./Dataset/Hymenolepis/Tribolium_castaneum.jpg
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Cysticercus_A,https://www.cdc.gov//dpdx/cysticercosis/images/1/Cysticercus_A.jpg,./Dataset/Taenia/Cysticercus_A
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Cysticercus_B,https://www.cdc.gov//dpdx/cysticercosis/images/1/Cysticercus_B.jpg,./Dataset/Taenia/Cysticercus_B
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Cysticercus_C,https://www.cdc.gov//dpdx/cysticercosis/images/1/Cysticercus_C.jpg,./Dataset/Taenia/Cysticercus_C
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Cysticercus_D,https://www.cdc.gov//dpdx/cysticercosis/images/1/Cysticercus_D.jpg,./Dataset/Taenia/Cysticercus_D
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Racemose_A,https://www.cdc.gov//dpdx/cysticercosis/images/2/Racemose_A.jpg,./Dataset/Taenia/Racemose_A
Platyhelminthes,Tapeworms,Taenia,Taenia solium,cyst,brain tissue,Racemose_B,https://www.cdc.gov//dpdx/cysticercosis/images/2/Racemose_B.jpg,./Dataset/Taenia/Racemose_B
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,feces,D_dendriticum_egg_wtmt_JCG_B.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/1/D_dendriticum_egg_wtmt_JCG_B.jpg,./Dataset/Dicrocoelium/D_dendriticum_egg_wtmt_JCG_B.jpg
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,feces,D_dendriticum_egg_wtmt_JCG_C.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/1/D_dendriticum_egg_wtmt_JCG_C.jpg,./Dataset/Dicrocoelium/D_dendriticum_egg_wtmt_JCG_C.jpg
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,feces,Dicrocoelium_HB1.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/1/Dicrocoelium_HB1.jpg,./Dataset/Dicrocoelium/Dicrocoelium_HB1.jpg
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,feces,Dicrocoelium_HB2.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/1/Dicrocoelium_HB2.jpg,./Dataset/Dicrocoelium/Dicrocoelium_HB2.jpg
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,adult,bile duct,dicro,https://www.cdc.gov//dpdx/dicrocoeliasis/images/2/dicro.jpg,./Dataset/Dicrocoelium/dicro
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,macro-organism,Zebrina_Conchology_A.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/3/Zebrina_Conchology_A.jpg,./Dataset/Dicrocoelium/Zebrina_Conchology_A.jpg
Platyhelminthes,Trematoda,Dicrocoelium,Dicrocoelium dendriticum,egg,macro-organism,F_fusca_ElShowk.jpg,https://www.cdc.gov//dpdx/dicrocoeliasis/images/3/F_fusca_ElShowk.jpg,./Dataset/Dicrocoelium/F_fusca_ElShowk.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt.jpg,./Dataset/Giardia/Giardia_cyst_wtmt.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt5.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt5.jpg,./Dataset/Giardia/Giardia_cyst_wtmt5.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt2.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt2.jpg,./Dataset/Giardia/Giardia_cyst_wtmt2.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt6.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt6.jpg,./Dataset/Giardia/Giardia_cyst_wtmt6.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt3.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt3.jpg,./Dataset/Giardia/Giardia_cyst_wtmt3.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_wtmt4.jpg,https://www.cdc.gov//dpdx/giardiasis/images/1/Giardia_cyst_wtmt4.jpg,./Dataset/Giardia/Giardia_cyst_wtmt4.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_dic.jpg,https://www.cdc.gov//dpdx/giardiasis/images/2/Giardia_cyst_dic.jpg,./Dataset/Giardia/Giardia_cyst_dic.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_dic2.jpg,https://www.cdc.gov//dpdx/giardiasis/images/2/Giardia_cyst_dic2.jpg,./Dataset/Giardia/Giardia_cyst_dic2.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric.jpg,./Dataset/Giardia/Giardia_cyst_tric.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric5.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric5.jpg,./Dataset/Giardia/Giardia_cyst_tric5.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric9.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric9.jpg,./Dataset/Giardia/Giardia_cyst_tric9.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric2.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric2.jpg,./Dataset/Giardia/Giardia_cyst_tric2.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric6.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric6.jpg,./Dataset/Giardia/Giardia_cyst_tric6.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric10.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric10.jpg,./Dataset/Giardia/Giardia_cyst_tric10.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric3.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric3.jpg,./Dataset/Giardia/Giardia_cyst_tric3.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric7.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric7.jpg,./Dataset/Giardia/Giardia_cyst_tric7.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric4.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric4.jpg,./Dataset/Giardia/Giardia_cyst_tric4.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_tric8.jpg,https://www.cdc.gov//dpdx/giardiasis/images/3/Giardia_cyst_tric8.jpg,./Dataset/Giardia/Giardia_cyst_tric8.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_wtmt.jpg,https://www.cdc.gov//dpdx/giardiasis/images/4/Giardia_troph_wtmt.jpg,./Dataset/Giardia/Giardia_troph_wtmt.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_dic.jpg,https://www.cdc.gov//dpdx/giardiasis/images/4/Giardia_troph_dic.jpg,./Dataset/Giardia/Giardia_troph_dic.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_tric.jpg,https://www.cdc.gov//dpdx/giardiasis/images/5/Giardia_troph_tric.jpg,./Dataset/Giardia/Giardia_troph_tric.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_tric2.jpg,https://www.cdc.gov//dpdx/giardiasis/images/5/Giardia_troph_tric2.jpg,./Dataset/Giardia/Giardia_troph_tric2.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_tric3.jpg,https://www.cdc.gov//dpdx/giardiasis/images/5/Giardia_troph_tric3.jpg,./Dataset/Giardia/Giardia_troph_tric3.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_VT.jpg,https://www.cdc.gov//dpdx/giardiasis/images/5/Giardia_troph_VT.jpg,./Dataset/Giardia/Giardia_troph_VT.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_kohn.jpg,https://www.cdc.gov//dpdx/giardiasis/images/6/Giardia_troph_kohn.jpg,./Dataset/Giardia/Giardia_troph_kohn.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,Giardia_troph_giemsa.jpg,https://www.cdc.gov//dpdx/giardiasis/images/6/Giardia_troph_giemsa.jpg,./Dataset/Giardia/Giardia_troph_giemsa.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,Giardia_cyst_IFA.jpg,https://www.cdc.gov//dpdx/giardiasis/images/7/Giardia_cyst_IFA.jpg,./Dataset/Giardia/Giardia_cyst_IFA.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_trichiura_egg1.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg1.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg_UV1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_trichiura_egg_UV1.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_UV1.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg2.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_trichiura_egg2.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg2.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_and_Ecoli_HB.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_and_Ecoli_HB.jpg,./Dataset/Trichuris/Trichuris_and_Ecoli_HB.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg3.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_trichiura_egg3.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg3.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg4.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/1/Trichuris_trichiura_egg4.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg4.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg_atypical1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/2/Trichuris_trichiura_egg_atypical1.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_atypical1.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg_atypical2.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/2/Trichuris_trichiura_egg_atypical2.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_atypical2.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg_atypical3.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/2/Trichuris_trichiura_egg_atypical3.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_atypical3.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,Trichuris_trichiura_egg_HE_OR1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/Trichuris_trichiura_egg_HE_OR1.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_HE_OR1.jpg
